num_doc,wiki_text,viki_text
1383,"After the Independence of Kosovo in 2008, the force became the governmental agency.",Kosovo declared itself independent in 2008.
1383,Forests are widespread in Kosovo and cover at least 39% of the region.,"Kosovo has many rivers, lakes and forests."
1383,"The Euro is its official currency. The Government of Kosovo has signed free-trade agreements with Croatia, Bosnia and Herzegovina, Albania and North Macedonia.",The official language of Kosovo is Albanian.
1383,"The population of Kosovo, as defined by Agency of Statistics, was estimated in 2011 to be approximately 1,740,000.",The population of Kosovo is 1.7 million.
1383,"Whereas Albanians constituted 60% of Kosovo's 500,000 person population in 1931, by 1991 they reached 81% of Kosovo's 2 million person population.",Kosovan Albanians make up about 90 percent of the population.
1384,An infant marsupial is known as a joey.,Marsupials give birth to a live but relatively undeveloped fetus called a joey.
1385,"Brown recluse spiders are usually between , but may grow larger. While typically light to medium brown, they range in color from whitish to dark brown or blackish gray.","The brown recluse spider can be light brown, dark brown, or even gray."
1385,"For definitive identification, it is imperative to examine the eyes. While most spiders have eight eyes, recluse spiders have six eyes arranged in pairs (dyads) with one medial pair and two lateral pairs.","They have six eyes, which is an unusual number of eyes for a spider. Male and female brown recluses can be identified once the spider has molted several times."
1385,"The brown recluse, Loxosceles reclusa, Sicariidae (formerly placed in a family ""Loxoscelidae"") is a recluse spider with a necrotic venom.","The brown recluse has six eyes (three pairs), unlike most spiders. The scientific name of the spider Loxosceles reclusa comes from words that mean ""slanted leg recluse""."
1385,"The spider usually bites only when pressed against the skin, such as when tangled within clothes, shoes, towels, bedding, inside work gloves, etc.",Brown recluses will normally only bite a person if the person is touching the spider or if the spider is stuck between the person and something else.
1385,"These spiders usually have markings on the dorsal side of their cephalothorax, with a black line coming from it that looks like a violin with the neck of the violin pointing to the rear of the spider, resulting in the nicknames fiddleback spider, brown fiddler, or violin spider. Description",Sometimes it is called the violin spider since its head has a darker mark on it that looks like a violin.
1385,"Unlike most web weavers, they leave these lairs at night to hunt.","They hide during the daytime and sleep, and at night they come out to hunt."
1386,"Same-sex marriage can provide those in committed same-sex relationships with relevant government services and make financial demands on them comparable to that required of those in opposite-sex marriages, and also gives them legal protections such as inheritance and hospital visitation rights. Opposition to same-sex marriage is based on claims such as that homosexuality is unnatural and abnormal, that the recognition of same-sex unions will promote homosexuality in society, and that children are better off when raised by opposite-sex couples.",Same-sex marriage is usually described in the same law as the opposite-sex marriage (marriage between two people of the opposite gender).
1386,"Same-sex marriage in the United States expanded from one state in 2004 to all fifty states in 2015 through various state court rulings, state legislation, direct popular votes, and federal court rulings.",Same-sex marriage was legalized in the United States between 2004 and 2015.
1386,"The Netherlands was the first country to extend marriage laws to include same-sex couples, following the recommendation of a special commission appointed to investigate the issue in 1995. A same-sex marriage bill passed the House of Representatives and the Senate in 2000, taking effect on 1 April 2001.","After a decade of debates, the Netherlands became the first country to establish same-sex marriages by law in 2001."
1386,"The first Roman emperor to have married a man was Nero, who is reported to have married two other males on different occasions.",The Roman emperor Nero was one of the first to marry a man; he even married two men.
1386,These were usually reported in a critical or satirical manner.,The were often a form of satire.
1387,Groningen placed Robben in their first team for the 1999-2000 season.,At Robben's senior career he plays 2 years at Groningen.
1387,"On 25 May 2010, Robben was named Footballer of the Year in Germany for 2010.","After his first season with Bayern, Robben was also named Footballer of the Year in Germany."
1387,"Real Madrid Robben completed his move to Real Madrid on a five-year deal on 22 August 2007, with the transfer fee reported as £24 million (€35 million).",Robben moved voor €35 million to Spanish club Real Madrid.
1387,"Robben has appeared at the 2004, 2008 and 2012 UEFA European Championships, and the 2006, 2010 and 2014 FIFA World Cups.","He plays at 2004, 2008 and 2012 at the UEFA European Championships, and the World Cup's of 2006, 2010 and the World Cup 2014."
1387,"Robben proved to be a crucial player for the 2004-05 season; in November 2004, he was awarded the Premier League Player of the Month award.","There Robben won consecutive Premier League titles, and was the FA Premier League Player of the Month in November 2005."
1387,"Robben was born in Bedum, a satellite town of Groningen, in the northeastern Netherlands.",The first club of Robben was vv Bedum at Groningen.
1388,"Another male lover was Cyparissus, a descendant of Heracles.","His male lovers included Cyparissus, Admetus, and Hyacinth."
1388,"Apollo is said to have been the lover of all nine Muses, and not being able to choose one of them, decided to remain unwed.",Apollo was in love with many men and women.
1390,"Ludwig paid for the palace out of his personal fortune and by means of extensive borrowing, rather than Bavarian public funds.","Ludwig paid for the palace out of his personal fortune. He also borrowed funds needed for the castle's construction, instead of using tax dollars."
1390,"More than 1.3 million people visit annually, with as many as 6,000 per day in the summer.",Thousands of people visit the castle every year.
1390,"Neuschwanstein Castle (, , Southern Bavarian: Schloss Neischwanstoa) is a 19th-century Romanesque Revival palace on a rugged hill above the village of Hohenschwangau near Füssen in southwest Bavaria, Germany.","Neuschwanstein Castle is a palace on a rugged hill above the village of Hohenschwangau near Füssen in southwest Bavaria, Germany."
1390,"The castle was intended as a home for the king, until he died in 1886. It was open to the public shortly after his death.",The palace was opened to the public after the king's death in 1886.
1390,The palace was commissioned by Ludwig II of Bavaria as a retreat and in honour of Richard Wagner.,It was commissioned by Ludwig II of Bavaria as a retreat and as an homage to Richard Wagner.
1391,"No More"", ""Camptown Races"", ""Old Folks at Home"" (""Swanee River""), ""My Old Kentucky Home"", ""Jeanie with the Light Brown Hair"", ""Old Black Joe"", and ""Beautiful Dreamer"", and many of his compositions remain popular today.","Among his tunes are ""Oh, Susannah!"", ""Jeanie with the Light Brown Hair"", ""Beautiful Dreamer"", ""Camptown Races"", ""My Old Kentucky Home"", ""We are Coming, Father Abraham"", ""Hard Times"", and ""Old Folks at Home""."
1391,"Stephen Collins Foster (July 4, 1826January 13, 1864), known as ""the father of American music"", was an American songwriter known primarily for his parlor and minstrel music.","Stephen Collins Foster (July 4, 1826 - January 13, 1864) was an America's first professional songwriter."
1392,"""Hansel and Gretel"" (; also known as ""Hansel and Grettel"", ""Hansel and Grethel"", or ""Little Brother and Little Sister""; ) is a well-known German fairy tale recorded by the Brothers Grimm and published in 1812.","Hansel and Gretel meet the witch ""Hansel and Gretel"" is a fairy tale by Jacob and Wilhelm Grimm."
1392,"Infuriated, the witch demonstrates, and Gretel pushes her into the oven, leaving ""the ungodly creature to be burned to ashes"".",They finally kill the witch by pushing her into an oven.
1392,"The tale has been adapted to various media, most notably the opera Hänsel und Gretel (1893) by Engelbert Humperdinck.","In succeeding years, some slight revisions were made to the tale. ""Hansel und Gretel"" was adapted to an opera by Engelbert Humperdinck."
1397,The head can be simplified as the number of feet or metres the pump can raise or lower a column of water at atmospheric pressure.,"A pump is a machine which moves a liquid or a gas from one place to another, often upwards."
1398,"First Edition: Hartford, CT, 1796","It was printed in 1796 in Hartford, Connecticut."
1398,"The only biographical information known about the author is from the cover and title pages of her cookbook that list her as ""Amelia Simmons, An American Orphan""; all else is by inference.","American Cookery is an early American cookbook by Amelia Simmons, an orphan in domestic service probably in the Hudson River valley."
1399,"Charlotte Brontë was born on 21 April 1816 in Market Street Thornton, west of Bradford in the West Riding of Yorkshire, the third of the six children of Maria (née Branwell) and Patrick Brontë (formerly surnamed Brunty), an Irish Anglican clergyman.","Charlotte Brontë was a British writer and poet. She was born on 21 April 1816 at Thornton, West Riding of Yorkshire, England."
1399,"She died, with her unborn child, on 31 March 1855, three weeks before her 39th birthday.",She died on 31 March 1855 (aged 38)
1400,"After beta-testing, Club Penguin was made available to the general public on October 24, 2005, and expanded into a large online community, such that by late 2007, it was claimed Club Penguin had over 30 million user accounts.","Club Penguin originally started as a chat called Penguin Chat, in 2004, then went Penguin Chat 2 and later Penguin Chat 3, but realized they needed more than just a chat, so that Club Penguin was opened to the public 24 October 2005 by Lane Merrifield."
1400,"Club Penguin was a massively multiplayer online game (MMO), involving a virtual world that contained a range of online games and activities.","Club Penguin is a children multiplayer online game, which has many mini-games and activities."
1400,It was created by New Horizon Interactive (now known as Disney Canada Inc.).,It was developed by Disney Channel Entertainment (Disney Canada Inc.).
1400,"The success of Club Penguin led to New Horizon being purchased by The Walt Disney Company in August 2007 for the sum of 350 million dollars, with an additional 350 million dollars in bonuses should specific targets be met by 2009.","New Horizon, the initial parent company of Club Penguin, was acquired by Disney for $350 millions."
1401,"* Kroeber, A.L. and C. Kluckhohn, 1952.",↑Kroeber A.L. and C. Kluckhohn 1952.
1401,"Additionally, cultural ideas may transfer from one society to another, through diffusion or acculturation.","Culture can also vary within a region, society or sub group."
1401,"Cultural universals are found in all human societies; these include expressive forms like art, music, dance, ritual, religion, and technologies like tool usage, cooking, shelter, and clothing.","Culture is seen in people's writing, religion, music, clothes, cooking, and in what they do."
1402,"Berlin Cathedral () is the common name for the Evangelical Supreme Parish and Collegiate Church () in Berlin, Germany.","The Berlin Cathedral (German: Berliner Dom), officially Supreme Parish and Collegiate Church (Oberpfarr- und Domkirche zu Berlin) is a church in Berlin, the capital of Germany."
1402,It is located on Museum Island in the Mitte borough.,It is located on the Museum Island near the Alexanderplatz and several museums.
1402,"The current building was finished in 1905 and is a major work of Historicist architecture of the ""Kaiserzeit"".",The cathedral was finished in 1905 and is an example of the architecture of the German Empire.
1403,"On July 22, 2004, the Commission issued the 9 11, found the attacks were carried out by members of al-Qaeda, and examined how security and intelligence agencies were inadequately coordinated to prevent the attacks.","The September 11 attacks (commonly called 9/11 ""nine eleven"") were a series of terrorist attacks on September 11, 2001 by Islamic terrorist group al-Qaeda on locations in the United States."
1404,"Daniel Radcliffe portrayed Harry Potter, doing so for all succeeding films in the franchise.","The films featured Daniel Radcliffe, Rupert Grint, and Emma Watson as the famous trio.(see harry potter film series)."
1404,"Harry Potter and the Philosopher's Stone was published by Bloomsbury, the publisher of all Harry Potter books in the United Kingdom, on 26 June 1997.","Harry potter was created by J.K Rowling in 26 June 1997, when harry potter and the philosopher's stone was released."
1404,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,Harry Potter is a fantasy series of 7 novels written by British author J.K. Rowling(full name Joanne Kathleen Rowling).
1404,"Harry meets most of the main characters and gains his two closest friends: Ron Weasley, a fun-loving member of an ancient, large, happy, but poor wizarding family, and Hermione Granger, a gifted, bright, and hardworking witch of non-magical parentage.","On his train journey towards Hogwarts School of Witchcraft and Wizardry, Harry meets two other child wizards, Hermione Granger and Ron Weasley."
1404,"Since the release of the first novel, Harry Potter and the Philosopher's Stone, on 26 June 1997, the books have found immense popularity, critical acclaim and commercial success worldwide.","Harry potter was first published in 1997, with the philosopher’s stone(sorcerer’s stone in America)."
1404,"The books have sold more than 500 million copies worldwide and have also given rise to the popular film adaptations produced by Warner Bros., all of which have been highly successful in their own right.","As of February 2018, the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into eighty languages."
1406,Fractures are a common symptom of osteoporosis and can result in disability.,Some of the symptoms include bone pain and fractures (breaks or cracks in bones) happening too easily .
1406,"Good dietary sources of calcium include dairy, leafy greens, legumes, and beans.","You can get calcium from lots of different sources such as milk, watercress and sardines."
1406,"It is more common in females than males. * Ethnicity: While osteoporosis occurs in people from all ethnic groups, European or Asian ancestry predisposes for osteoporosis.","Women are more likely to get Osteoporosis than men are and, similarly, older people are more likely to get it than young people - although it has been seen in children."
1406,It is recommended to use calcium or Vitamin D as prevention.,There are ways to stop it from happening by getting exercise and making sure you get enough calcium in your diet.
1406,Osteoporosis is a disease in which bone weakening increases the risk of a broken bone.,Osteoporosis is an illness where the bones in the body become weaker.
1408,"This early type of sushi became an important source of protein for its Japanese consumers. The term sushi comes from an antiquated grammatical form no longer used in other contexts, and literally means ""sour-tasting""; the overall dish has a sour and umami or savoury taste.",Sushi is a kind of food that humans can eat.
1409,Both the number of players and the lines on the field differ from men's lacrosse.,"They carry a lacrosse stick that varies in length, depending on a player's position."
1409,"If you are an attacker trying to shoot the ball into the goal, you are not supposed to take a shot while a defender is in ""shooting space."" To make sure that you, the defender, are being safe, you want to lead with your lacrosse stick and once you are a sticks-length away, you can be in front of her. Intercrosse","Offensively, the objective of the game is to score by shooting the ball into an opponent's goal, using the lacrosse stick to catch, carry, and pass the ball to do so."
1409,"In 1860, Beers codified the game, shortening the length of each game and reducing the number of players to 12 per team.",The game was codified in 1867.
1409,"In the traditional aboriginal Canadian version, each team consisted of about 100 to 1,000 men on a field several miles (several kilometers) long.","In the earliest days of the sport, teams may have consisted of as many as 1,000 men."
1409,The European Lacrosse Federation (ELF) was established in 1995 and held the first European Lacrosse Championships that year.,The European Lacrosse Federation runs the European Lacrosse Championships.
1409,"The men's games, field lacrosse (outdoor) and box lacrosse (indoor), are contact sports and all players wear protective gear: helmet, gloves, shoulder pads, and elbow pads.",Lacrosse is a full contact team sport.
1409,"These games lasted from sunup to sundown for two to three days straight and were played as part of ceremonial ritual, a kind of symbolic warfare, or to give thanks to the Creator or Master.",Games were played from dawn to dusk over three days.
1409,"World Lacrosse sponsors five world championship tournaments: the World Lacrosse Championship for men's field, the Women's Lacrosse World Cup for women's, the World Indoor Lacrosse Championship for box lacrosse, and the Under-19 World Lacrosse Championships for men and women.","The sport has four major types: men's field lacrosse, women's lacrosse, box lacrosse and intercrosse."
1411,Magnesium is a chemical element with the symbol Mg and atomic number 12.,"Magnesium is a chemical element on the Periodic table, its symbol is ""Mg"" and the atomic number is 12."
1411,Magnesium is the eleventh most abundant element by mass in the human body and is essential to all cells and some 300 enzymes.,Magnesium is also a mineral in which is crucial to the body's function.
1411,"Magnesium, being readily available and relatively nontoxic, has a variety of uses:","Magnesium is beneficial to the body, since people can eat it."
1413,"Bosnian ćevapi are made from two types of minced beef meat, hand-mixed and formed with a funnel, while formed ćevapi are grilled.",Ćevapi ћевапчићи is a grilled minced meat dish traditionally found in Bosnia and Herzegovina.
1414,"Apple provides major updates to the iOS operating system annually via iTunes and also, for iOS 5 and later, over-the-air. The latest version is iOS 13, released on September 19, 2019.","Apple in June 2021 introduced the latest version of its iOS operating system, iOS 15, which is set to be released on September 20."
1414,"In June 2010, Apple rebranded iPhone OS as ""iOS"".","It was eventually renamed ""iOS"" in 2010 after Apple achieved a commercial arrangement with Cisco."
1414,"The trademark ""IOS"" had been used by Cisco for over a decade for its operating system, IOS, used on its routers.","Cisco had been using the name ""IOS"" for 10 years as the name of its operating system for network equipment."
1415,"""Negative theology is a complement to, not the enemy of, positive theology"". Atheistic philosophies Axiological, or constructive, atheism rejects the existence of gods in favor of a ""higher absolute"", such as humanity.","The opposite of atheism is theism, the belief that there is one or more gods."
1415,"Atheism and negative theology Apophatic theology is often assessed as being a version of atheism or agnosticism, since it cannot say truly that God exists. ""The comparison is crude, however, for conventional atheism treats the existence of God as a predicate that can be denied (""God is nonexistent""), whereas negative theology denies that God has predicates"".","Agnosticism is a related belief, that the existence of God is unproven or cannot be proven, but which also doesn't say for certain that there is no God."
1415,"Less broadly, atheism is a rejection of the belief that any deities exist.","Atheism, also known as irreligion, is the lack of belief in God or gods."
1416,"The name of the project was changed to ""Wikia"" on March 27, 2006. and Wikia staff call this description inaccurate.","The site was called Wikicities until 2006, when it was changed to Wikia to avoid confusion with actual cities."
1417,"By this method, in North America, summer is the period from the summer solstice (usually 20 or 21 June in the Northern Hemisphere) to the autumn equinox.","However, it officially begins on the summer solstice (mid June) and ends on the autumnal equinox (mid September)."
1417,"In southern and southeast Asia, where the monsoon occurs, summer is more generally defined as lasting from March, April, May and June, the warmest time of the year, ending with the onset of the monsoon rains. Because the temperature lag is shorter in the oceanic temperate southern hemisphere, most countries in this region use the meteorological definition with summer starting on 1 December and ending on the last day of February.","December, January, and February are generally considered the months of summer in the Southern Hemisphere."
1417,"The meteorological convention is to define summer as comprising the months of June, July, and August in the northern hemisphere and the months of December, January, and February in the southern hemisphere.","June, July, and August are generally considered the months of summer in the Northern Hemisphere."
1419,"The French National Day is the anniversary of Storming of the Bastille on 14 July 1789, a turning point of the French Revolution, as well as the Fête de la Fédération which celebrated the unity of the French people on 14 July 1790. Celebrations are held throughout France.",La Fête Nationale or Bastille Day (as known in English-speaking lands) is a holiday celebrated annually in France and other lands around the world.
1419,The Fête de la Fédération on 14 July 1790 was a celebration of the unity of the French nation during the French Revolution.,The day also commemorates the unity of the French people during the Fête de la Fédération on 14 July 1790.
1421,"""The Star-Spangled Banner"" was recognized for official use by the United States Navy in 1889, and by U.S. President Woodrow Wilson in 1916, and was made the national anthem by a congressional resolution on March 3, 1931 (46 Stat. 1508, codified at ), which was signed by President Herbert Hoover. Before 1931, other songs served as the hymns of U.S. officialdom.","""The Star-Spangled Banner"" became the official national anthem of the United States on March 3, 1931 by a congressional resolution which was signed by President Herbert Hoover."
1421,Francis Scott Key's lyrics,Francis Scott Key about 1825
1421,"He completed the poem at the Indian Queen Hotel, where he was staying, and titled it ""Defence of Fort M'Henry"".","His poem was titled ""In Defense of Fort M'Henry""."
1421,"John Stafford Smith's music Key gave the poem to his brother-in-law Joseph H. Nicholson who saw that the words fit the popular melody ""The Anacreontic Song"", by English composer John Stafford Smith. This was the official song of the Anacreontic Society, an 18th-century gentlemen's club of amateur musicians in London.",The poem was partnered with a tune composed by John Stafford Smith for a men's social club in London.
1421,"The lyrics come from the Defence of Fort M'Henry, a poem written on September 14, 1814, by the then 35-year-old lawyer and amateur poet Francis Scott Key after witnessing the bombardment of Fort McHenry by British ships of the Royal Navy in Baltimore Harbor during the Battle of Baltimore in the War of 1812.",The words were written in 1814 by Francis Scott Key after the bombardment of Fort McHenry by the British.
1421,"The poem was set to the tune of a popular British song written by John Stafford Smith for the Anacreontic Society, a men's social club in London.",The words were paired with a well known tune by John Stafford Smith first published in 1778.
1421,The song is notoriously difficult for nonprofessionals to sing because of its wide rangea 12th.,This tune is difficult to sing because it ranges over an octave and a half.
1425,"Colombia ( , ; ), officially the Republic of Colombia (), is a country largely situated in the north of South America, with land, and territories in North America.","Colombia (officially called Republic of Colombia), is a big country in South America."
1425,"Colombia is bounded on the north by the Caribbean Sea, the northwest by Panama, the south by both Ecuador and Peru, the east by Venezuela, the southeast by Brazil and the west by the Pacific.","It is in the northwest part of that Continent and it has an area of 1.141.748 km² (440,839 sq mi). It is the only South American country with coasts on both oceans (Pacific and Atlantic). Colombia has an extension of 9m² in those oceans."
1426,"In Haryana it is known as paani patashi; in Madhya Pradesh fulki; in Uttar Pradesh golgappa, in Bengal and Nepal phuchka; in Assam phuska/puska and panipuri; in parts of Gujarat, pakodi; in parts of Odisha, Bihar, South Jharkhand, and Chhattisgarh, gup chup.","In the whole of Bangladesh its name is ""Fuchka""; In northern India it is known as Gol-Gappa, and in western India (such as Maharashtra), the dish is called Pani-Puri."
1427,"Distribution and habitat Sri Lankan elephants are restricted mostly to the lowlands in the dry zone where they are still fairly widespread in north, south, east, north-western, north-central and south-eastern Sri Lanka.","The Sri Lankan elephant was once widespread on the island of Sri Lanka. In modern times, they mostly live in the island's dry zones of the north, east, and southeast."
1427,Elephants are killed to protect crops and houses.,These elephants are losing their jobs because tractors are replacing them.
1427,"Females are usually smaller than males, and have short or no tusks.",Females have short or no tusks.
1427,"In general, Asian elephants are smaller than African elephants and have the highest body point on the head.",Asian elephants are usually smaller than African elephants.
1427,"Sri Lankan elephants are the largest subspecies reaching a shoulder height of between , weigh between , and have 19 pairs of ribs.","Sri Lankan elephants are the largest subspecies of the Asian elephant. Their shoulder height is between 6 and 11 ft. They weigh between 4,000 and 12,000 lb."
1427,"The Sri Lankan elephant population is now largely restricted to the dry zone in the north, east and southeast of Sri Lanka.","These elephants are native to Sri Lanka, and once lived far and wide over the entire island. They now live in the dry zones in the north, east, and southeast."
1427,The tip of their trunk has one finger-like process.,The tip of their trunk is used like a finger.
1427,Their back is convex or level.,Their back is curved upward or level.
1427,"Their skin colour is darker than of indicus and of sumatranus with larger and more distinct patches of depigmentation on ears, face, trunk and belly.","Their skin color is darker than that of the two other Asian subspecies. They may have large patches of skin color loss (depigmentation) on ears, face, trunk, and tummy."
1428,"After attending the University of Ljubljana for one year, she modeled for fashion houses in Paris and Milan, wherein 1995 she met Metropolitan Models co-owner Paolo Zampolli, a friend of her future husband Donald Trump, who was on a scouting trip in Europe.","In 1995, she met Paolo Zampolli, a friend of Donald Trump."
1428,"As a child, Melania and other children of workers at the factory participated in fashion shows that featured children's clothing.","As a young girl, Melania, and other children of workers at the clothing factory would often take part in fashion shows, trying on the various outfits made at the factory."
1428,"At eighteen, she signed with a modeling agency in Milan, Italy.","When she turned eighteen years old, she signed a contract to work for an Italian modeling agency."
1428,"Her father was in the League of Communists of Slovenia, which espoused a policy of state atheism.","Her father was a member of the League of Communists of Slovenia, a local communist organization. Communists believe in state atheism, so that meant no members of the League of Communists were allowed to believe in a God."
1428,"Her father, Viktor Knavs (born March 24, 1944), was from the nearby town of Radeče and managed car and motorcycle dealerships for a state-owned vehicle manufacturer.","Her father, Viktor Knavs was from a nearby town called Radeče. He sold cars and motorcycles for a government-owned business."
1428,"Her mother Amalija (née Ulčnik) (born July 9, 1945) came from the village of Raka and worked as a patternmaker at the children's clothing manufacturer Jutranjka in Sevnica.",Her mother's name was Amalija. Amalija was a pattern maker who worked for a children's clothing company in Sevnica. She was originally from the village of Raka.
1428,"Melania Trump (; born Melanija Knavs; , Germanized to Melania Knauss; April 26, 1970) is a Slovenian-American former fashion model and the current first lady of the United States, by virtue of her marriage to President Donald Trump.","Melania Trump Melania Trump was the First Lady of the United States. She is married to Donald Trump, the 45th President of the United States."
1428,She attended the Secondary School of Design and Photography in Ljubljana and studied architecture and design at the University of Ljubljana for one year before she dropped out.,She later moved to Ljubljana to attend the Secondary School of Design and Photography.
1428,She began modeling at five years old and started doing commercial work at sixteen when she posed for the Slovenian fashion photographer Stane Jerko.,She started doing modeling for monetary gain at the age of sixteen. Her first true assignment in the industry was posing for a Slovenian fashion photographer named Stane Jerko.
1428,"She has an older sister, Ines, who is an artist and her ""longtime confidant"", and an older half-brother-whom she reportedly has never met-from her father's previous relationship.","She also has an older half-brother, who she has never met."
1428,"When Knavs was a teenager, she moved with her family to a two-story house in Sevnica.",When Melania was a teenager she moved with her family to a two story house in Sevnica.
1428,"When she began working as a model, she adapted the Slovene version of her last name ""Knavs"" to the German version ""Knauss"".","When she began working as a professional model, she changed the spelling of her last name from ""Knavs"" to the more German-looking version of ""Knauss""."
1428,"Zampolli urged her to travel to the United States, where he said he would like to represent her.",Zampolli encouraged Melania to travel to the United States to start a new life.
1429,"Caterpillars, grubs, and larvae are also consumed in rarity.","Termites and ants, caterpillars, grubs, and larvae are also sometimes eaten."
1429,"Measurements of wild individuals show that mature males average in height, while mature females average .","In the wild, mature males average 155 cm (61 in) in height while mature females average 135 cm (53 in)."
1429,"Nearly all of the individuals belong to the western lowland gorilla subspecies (Gorilla gorilla gorilla), whose population is approximately 95,000 individuals.","In 2014, the western lowland gorilla numbered perhaps 125,000 while the Cross River gorilla numbered perhaps 250."
1429,"Such groups are composed of at least one male, several females and their offspring.","Each group has 1 male, several females and their babies."
1429,"The World Conservation Union lists the western gorilla as critically endangered, the most severe denomination next to global extinction, on its 2007 Red List of Threatened Species.",The World Conservation Union lists the western gorilla as critically endangered.
1429,The fruit and seeds of multiple Cola species are consumed.,They enjoy the effect of caffeine in the Cola seeds they eat.
1429,The western gorilla (Gorilla gorilla) is a great ape-the type species as well as the most populous species of the genus Gorilla.,The western gorilla(Gorilla gorilla) and the eastern gorilla(Gorilla beringei) are the only two species of gorilla.
1429,Weights of wild individuals have been rarely taken but captive western gorillas average in males and in females. The average weight of wild male western lowland gorillas is 146 kg.,Captive western gorillas average 157 kg (350 lb) in males and 80 kg (180 lb) in females.
1429,Western gorillas live in groups that vary in size from two to twenty individuals.,Western gorillas live in rainforests in groups that may number between 2 and 20 individuals.
1429,"Western lowland gorillas have black, dark grey or dark brown-grey fur with a brownish forehead.",Western gorillas are usually brown or greyish with a yellowish forehead.
1430,Mountain men were most common in the North American Rocky Mountains from about 1810 through to the 1880s (with a peak population in the early 1840s).,"The population of mountain men flourished between 1810 and 1880, and peaked in 1840. They were well known throughout the Rocky Mountains region."
1431,Beauty and the Beast () is a fairy tale written by French novelist Gabrielle-Suzanne Barbot de Villeneuve and published in 1740 in La Jeune Américaine et les contes marins (The Young American and Marine Tales).,"""Beauty and the Beast"" is a fairy tale. The original version was written by Gabrielle-Suzanne Barbot de Villeneuve, and published in 1740."
1431,"Eventually, she becomes homesick and begs the Beast to allow her to go see her family again.","Beauty learns her father is ill, and she begs the Beast to allow her to go home to tend him."
1431,He allows it on the condition that she returns exactly two months later.,"The Beast grants his permission, but he orders her to return within a certain length of time."
1431,He and Beauty are married and they live happily ever after together.,They marry and live happily ever after.
1431,"The merchant begs to be set free, revealing that he had only picked the rose as a gift for his youngest daughter. The Beast agrees to let him give the rose to Beauty, but only if the merchant brings one of his daughters to take his place without deception; he makes it clear she must agree to take his place while under no illusions about her predicament.",The castle belongs to a hideous Beast who orders the merchant to bring his daughter Beauty to the castle as payment for the rose.
1431,"The merchant dissuades them, forbidding his children from ever going near the Beast. Beauty decides to go to the Beast's castle and the following morning she and her father set out atop a magical horse which the Beast has provided them with.","At home, the merchant prepares Beauty for the long journey to the Beast's castle."
1431,"The tale has been notably adapted for screen, stage, prose, and television over the years.","The tale has been adapted many times to stage, movie, and television adaptations."
1434,"Islam (; ) is an Abrahamic, monotheistic religion teaching that there is only one God (Allah), and that Muhammad is a messenger of God.","Islam Like two other religions today, Judaism and Christianity, Islam is thought to be an Abrahamic religion, because the three religions are believed to have been started by Abraham. In all three religions, Abraham is one of God's earliest messengers."
1434,"It is the world's second-largest religion with over 1.9 billion followers or 24.4% of the world's population, commonly known as Muslims. Muslims make up a majority of the population in 50 countries. Islam teaches that God is merciful, all-powerful, and unique, and has guided mankind through prophets, revealed scriptures and natural signs.",Islam is currently the second largest religion in the world with just above 1 billion followers.
1434,Religiosity appears to be deepening worldwide.,It is also the fastest growing religion in the world.
1436,"Dorian is one of only two Category 5 hurricanes to make landfall on the Abaco Islands, the other having occurred in 1932, and is the only such storm on record to have impacted Grand Bahama. Additionally, Dorian featured the highest sustained winds in an Atlantic hurricane recorded at latitude (26.6°N), and was the strongest hurricane detected outside the main development region (MDR), surpassing Hurricane Irma to become the most intense tropical cyclone ever recorded in the open Atlantic Ocean.","Hurricane Dorian was an extremely powerful and devastating Category 5 Atlantic hurricane, which became the most intense tropical cyclone on record to strike the Bahamas, and is also regarded as the worst natural disaster in the country's recorded history."
1437,Bone tools were used during this period as well but are rarely preserved in the archaeological record.,"However, stone was not the only material used during this period, a lot of wood and bone was also used."
1437,"It covers the greatest portion of humanity's time (roughly 99% of ""human technological history"", where ""human"" and ""humanity"" are interpreted to mean the genus Homo), extending from 2.5 or 2.6 million years ago, with the first documented use of stone tools by hominans such as Homo habilis, to the end of the Pleistocene around 10,000 BCE.","It started about 3 to 2.5 million years ago (with the process of hominization, see prehistoric man) and ended about 20,000 years ago."
1437,"Stone Age artifacts include tools used by modern humans and by their predecessor species in the genus Homo, and possibly by the earlier partly contemporaneous genera Australopithecus and Paranthropus.","The Stone Age is a period of prehistory in which humans people created stone tools, mainly weapons for hunting, like spears and arrows."
1437,"The Paleolithic or Palaeolithic (from Greek: παλαιός, palaios, ""old""; and λίθος, lithos, ""stone"" lit.","The word Paleolithic means ancient stone (paleo= ancient, lithic= stone)."
1437,"There are in effect two Stone Ages, one part of the Three-age and the other constituting the Three-stage.",The Stone Age is divided by the following three stages:
1442,"The word usually refers to visible light, which is the portion of the spectrum that can be perceived by the human eye.",Light is a form of energy that is visible to the human eye.
1442,There are many sources of light.,White light is a combination of multiple colors.
1444,"Although slightly smaller than Tyrannosaurus, Tarbosaurus was one of the largest tyrannosaurids.","Out of all Tyrannosauroids, the Tarbosaurus was one of the largest members of the group."
